18	0	19	3	3	3	3.5	3.875	3	3.875	4.375	3	2	2	2	2	3	4	4	4	4	5	5	5	4	3	4	4	2	2	5	2	3	4	4	2	2
19	0	20	3	4	3.25	2.625	2	2.875	3.125	3.125	4	4	5	4	2	2	5	4	4	2	4	5	5	4	4	4	2	2	3	2	2	3	1	4	5	5
20	0	20	2	3	3.375	3.75	3.875	3.125	2.875	3.5	2	2	3	4	1	2	1	4	2	4	2	4	2	5	2	4	5	1	1	5	2	1	5	5	1	1
21	0	19	3	3	3.25	3.625	2.25	3.25	3.375	2.875	4	4	5	2	1	1	4	4	4	4	3	5	5	5	2	4	2	1	2	1	2	4	3	3	3	4
22	1	20	4	4	3.375	4	3	3	3	3.125	4	4	5	2	2	2	5	5	4	5	2	4	2	5	4	3	4	2	2	4	2	3	2	4	2	4
23	1	20	2	3	2.875	3.375	2.875	3.125	4.125	3.25	3	4	4	3	2	3	4	3	3	4	3	4	4	4	4	5	1	2	3	4	3	2	4	2	4	4
24	0	19	4	4	3.875	3.125	2.75	3.5	4.125	3.625	4	4	4	2	1	2	4	4	4	5	2	5	2	5	5	3	5	2	2	4	2	3	2	5	4	3
25	1	20	4	4	2.75	3	1.625	2.75	3.5	3.25	3	4	4	3	2	1	2	2	4	4	4	5	5	5	5	5	2	3	5	3	3	4	1	2	5	4
26	1	19	4	5	3.375	3.5	2.125	3	3.875	3.5	2	2	3	4	3	3	3	4	5	4	3	5	2	5	4	4	4	2	5	4	2	1	1	2	5	2
27	0	20	1	4	3.375	4	3	3.125	3.75	2.875	4	4	4	2	4	4	4	5	5	5	3	5	4	5	5	5	4	4	5	4	5	1	1	5	5	5
28	0	20	4	4	3.25	3.375	2.625	2.25	3.25	2.75	4	3	4	2	3	2	4	4	5	5	4	5	4	4	5	3	4	2	1	4	2	4	4	1	2	2
29	0	20	4	4	3.375	4.125	3.25	3.125	3.75	3.625	4	5	4	4	3	1	4	4	4	5	3	2	5	4	3	5	5	1	5	2	3	1	3	5	3	2
30	0	20	3	4	3.375	3.375	2.625	2.75	3.625	3.25	4	4	4	2	2	3	5	5	5	2	4	5	2	5	4	4	4	2	3	4	4	2	2	4	4	4
31	1	19	4	5	3.125	3.375	2.875	3.125	4.125	3.75	4	3	3	2	2	3	3	4	4	3	3	5	4	4	3	3	4	2	3	4	3	3	1	3	4	2
32	0	23	2	5	3.25	4	2.375	3.625	3.625	3.75	3	3	4	2	2	3	4	5	5	4	3	4	4	5	5	5	2	5	4	2	5	2	2	3	5	5
33	0	26	3	5	3.625	3.625	3.375	3.375	2.875	2.875	2	1	1	5	5	5	3	4	3	2	3	4	3	3	3	4	4	4	4	3	3	1	4	5	3	5
34	0	20	4	4	3.25	3.5	3.125	4	3.125	3.375	3	4	4	4	3	2	4	4	4	4	4	5	4	5	4	4	4	3	4	4	2	4	1	4	5	4
35	0	19	3	4	2.875	3.75	2.375	3.125	3.875	3.375	3	2	4	4	3	3	4	4	3	2	4	5	5	5	5	4	4	2	4	4	2	1	3	3	5	4
36	0	20	3	5	3.25	3.125	2.75	2.75	2.875	3.375	4	4	2	4	4	4	4	4	4	4	3	5	3	5	4	4	4	2	4	4	2	3	4	4	4	2
37	1	19	3	3	3.5	3.75	2.875	3.125	3.5	3.25	3	2	2	3	3	3	2	5	4	4	3	5	4	4	3	2	4	2	2	4	2	2	4	4	2	2
38	0	19	2	4	3.5	3.625	2.25	3	3.5	2	3	2	2	5	1	4	3	3	3	3	2	5	4	5	4	5	4	4	5	4	3	2	3	4	4	4
39	0	20	4	4	3.375	3.125	1.5	3	2.875	2.25	4	3	4	2	2	2	2	4	4	4	4	5	5	4	2	5	4	1	5	4	3	1	2	4	2	4
40	0	19	4	3	3.25	3.5	2.5	3.125	3.375	3.375	3	2	2	4	3	3	3	4	4	3	3	5	4	5	4	4	4	4	3	5	2	4	4	5	2	2
41	0	19	4	4	3.25	3.5	3.125	3.5	3.625	3.5	3	4	5	1	2	2	5	4	5	5	4	4	3	4	3	4	4	2	2	2	4	1	4	2	4	3
42	0	19	4	5	3.75	3.625	2	3.25	3.5	3	3	2	4	4	2	2	3	5	4	4	2	4	3	4	5	3	4	3	3	4	2	4	1	4	5	4
43	0	20	3	4	3.25	3.25	3	2.75	2.875	2.875	4	4	3	3	1	2	2	2	4	2	1	5	4	4	3	1	5	2	2	4	2	1	4	5	5	4
44	1	20	4	2	3.5	3.375	2.25	3.25	2.875	2.75	4	4	4	2	3	2	2	3	3	2	4	4	4	4	3	4	4	2	2	4	3	2	2	4	4	2
45	0	20	4	4	3	3.625	2.375	3.75	3.375	3.375	4	3	4	2	2	2	4	4	4	4	3	4	4	4	4	4	4	2	2	4	4	2	4	4	2	3
46	0	19	2	3	3.625	3.25	1.25	2.625	2.625	2.875	3	1	2	5	4	4	3	4	3	1	4	3	2	3	3	3	4	1	1	4	2	1	5	5	2	2
47	0	19	3	4	2.25	3.375	1.875	3.125	3.125	2.875	3	2	4	2	2	3	3	4	4	2	1	5	4	5	3	4	2	2	3	3	4	3	1	4	4	4
48	1	19	4	4	3.375	3.125	1.875	2.625	2.625	2.625	3	1	3	3	2	4	3	4	4	5	4	4	4	4	5	4	4	3	3	4	3	3	2	5	5	2
49	0	19	4	5	3.125	3.875	2.25	4.125	4.25	3.375	2	2	4	4	4	2	4	5	5	5	4	3	4	5	5	4	4	2	4	4	2	4	2	5	4	2
50	0	19	3	4	3.625	3.875	3.625	3.375	4.125	3.625	4	2	4	3	1	1	4	5	5	4	5	5	3	4	5	4	4	2	2	1	2	3	4	4	2	3
51	0	19	2	4	3.375	3.375	1.75	2.625	3.375	3.75	3	3	1	2	2	2	3	3	4	3	2	5	4	4	5	5	2	3	1	2	1	3	1	2	2	2
52	0	19	4	5	2.5	3.25	2	3	3.625	3	4	2	2	4	3	4	4	4	4	4	4	5	5	5	4	4	2	5	5	4	3	1	1	4	5	4
53	0	21	3	4	3	3.5	2.625	2.875	2.75	2.875	3	2	4	2	3	2	4	4	5	1	1	3	3	4	2	2	3	4	3	4	2	4	1	4	4	2
54	0	22	3	3	4	4	2.5	3.5	3	3	3	4	4	2	2	2	4	4	4	5	4	4	4	4	4	4	4	3	3	4	4	4	2	4	3	4
55	0	19	4	4	3.125	3.375	2.375	3.625	4	3.125	4	4	5	2	2	2	4	5	5	5	4	5	5	5	5	5	4	2	2	4	2	1	2	5	4	3
56	0	19	4	4	3.375	3.75	1.625	3.25	3.125	3.125	4	2	4	2	2	3	2	2	4	4	3	5	3	4	4	3	4	4	4	4	3	5	2	4	4	3
57	1	19	4	4	4	3.125	2.25	3.5	4.5	3.875	4	4	5	2	2	5	3	3	4	4	4	5	5	5	4	4	4	2	3	4	3	1	1	4	5	3
58	1	20	2	3	2.875	3.875	2	3.375	2.875	3.125	4	4	4	3	2	2	3	5	4	5	4	4	1	5	5	4	4	2	4	4	2	3	1	4	5	4
59	0	19	3	1	3.375	3.625	2.5	3	3.5	3	4	3	4	1	1	1	2	4	4	4	3	4	5	4	5	4	4	2	2	4	2	2	1	5	2	4
60	1	19	3	4	3.625	3.75	2.75	3.5	3.25	3.25	3	2	4	4	4	4	5	5	5	4	4	5	4	5	4	4	5	2	5	4	2	1	4	4	4	3
61	0	20	5	3	3.25	3.625	3.375	3.625	4.375	3.875	4	4	5	2	1	1	5	5	4	5	3	4	5	4	3	5	4	3	2	3	2	4	1	4	5	4
62	0	19	2	4	2.875	3.75	2.75	3.5	3	3.375	3	3	4	3	3	2	4	5	4	5	4	5	4	4	3	5	4	2	2	4	2	5	3	5	2	2
63	0	20	2	2	3.625	3.125	2.25	3.25	2.75	3	4	4	5	2	1	2	4	2	5	4	2	5	5	5	5	5	4	2	2	4	4	4	4	4	2	3
64	1	19	4	4	3	3.75	2.5	3.75	3.875	3.375	4	2	2	2	2	4	4	4	4	5	4	5	3	5	3	4	2	2	4	4	2	2	1	2	5	3
65	1	20	4	4	3.5	4.125	2.875	4.25	4.25	3.5	4	3	3	2	2	4	4	5	5	5	5	5	4	1	5	5	4	3	5	3	2	1	1	5	5	4
66	1	20	2	4	3.375	3.25	2.75	3	3.875	3.125	1	1	1	5	4	5	4	5	4	5	4	4	3	4	2	5	4	2	2	1	3	4	1	4	4	2
67	1	20	3	1	3.5	3.75	1.75	3.375	4.125	3.125	4	4	5	1	2	1	4	4	4	5	5	5	5	5	5	5	4	4	4	5	1	1	1	1	5	2
68	0	22	3	3	3.5	3.875	1.875	3.25	2.875	3.375	5	5	4	3	3	1	5	4	4	3	2	5	3	4	2	5	5	2	5	3	5	3	4	2	3	2
69	1	19	4	5	2.75	3.375	2.375	3.375	3.25	3.125	4	2	2	2	2	4	4	5	4	5	4	5	2	5	4	5	4	2	5	4	2	3	2	4	4	2
70	0	18	1	4	3.5	3	2.875	3.5	3.125	3.5	2	1	3	5	4	4	5	5	5	5	5	5	1	3	1	4	5	3	1	5	3	1	4	5	1	1
71	1	20	4	1	3	3.625	2.75	3.875	3.75	3.5	4	4	4	2	2	2	4	4	5	4	3	5	5	5	5	5	4	2	4	4	2	1	1	4	4	2
72	1	20	2	3	3.125	3.5	2	2.875	3.625	2.75	4	4	4	2	1	2	2	4	4	4	4	5	5	5	5	5	2	4	2	4	1	2	1	5	5	4
73	1	19	2	4	4.125	3.625	3.875	3.5	4.375	3.375	3	3	3	4	2	5	5	5	5	5	5	5	4	5	3	5	4	3	4	5	1	3	2	4	3	1
74	0	20	2	5	3.5	3.125	1.625	2.375	3.875	2.625	1	1	2	5	4	5	4	4	4	4	4	5	2	4	5	5	3	4	2	4	2	1	1	3	1	3
75	1	19	3	4	3.75	4.375	2.125	2.75	4.125	4.125	3	2	3	2	4	4	3	5	4	4	5	5	4	4	4	3	3	3	4	5	2	4	2	4	2	2
76	1	20	3	3	3.625	3.75	2.875	3.375	4.75	3.625	3	3	4	2	1	1	3	5	5	5	5	5	5	5	5	5	4	3	2	4	4	1	1	3	4	2
77	0	19	3	3	3.375	3.25	2.75	2.75	3.125	3.125	4	4	4	2	3	2	3	4	4	4	4	5	3	4	3	4	4	2	3	4	2	3	4	4	3	2
78	1	19	3	4	3.375	3.25	2.875	3.625	2.5	3.5	3	3	4	4	2	3	4	4	4	4	3	5	4	4	2	5	4	3	3	1	4	4	1	1	3	4
79	1	20	4	4	2.75	3.375	3.125	3.125	3.375	2.875	2	2	2	2	3	4	4	4	4	4	2	5	4	4	4	4	3	4	1	4	2	2	2	4	2	2
80	1	19	3	3	3.5	3.625	2	3	3.625	3.25	4	2	4	2	2	3	4	4	5	2	4	5	5	5	4	5	4	2	4	4	1	2	1	4	3	2
81	1	20	4	4	3.5	4	2.625	3	3.875	3.125	3	3	4	4	2	3	4	5	4	5	3	5	5	5	4	4	4	2	2	4	2	3	1	4	5	2
82	0	19	4	4	2.75	4.125	3	3.25	3.625	3.25	4	4	4	3	2	2	3	4	3	1	4	4	2	4	4	4	4	2	2	4	4	4	2	4	4	3
83	0	19	3	4	3.875	3.375	3.5	3.5	4.5	4.5	3	3	3	2	3	3	3	4	5	3	3	5	4	5	5	5	4	2	3	5	2	3	4	5	3	2
84	1	19	4	3	3.5	3.25	3.75	3.875	3.75	3.875	4	4	5	1	3	2	2	4	5	4	3	5	4	5	2	5	5	4	1	3	2	4	5	5	2	2
85	1	20	4	4	3.625	4	1.75	3.125	4.125	3.625	5	4	4	2	1	2	3	5	5	4	4	5	4	5	5	4	4	2	4	4	2	3	1	4	5	2
86	1	19	4	4	3.125	3.125	2.125	2.75	3.5	3.625	2	1	4	3	2	2	1	3	4	4	1	5	3	5	5	4	4	4	4	5	2	2	4	4	5	2
87	0	19	4	5	3.625	3.375	2.5	3.25	3.5	3.5	3	4	1	1	2	2	5	4	5	5	5	5	2	4	4	4	5	1	1	4	4	4	5	4	2	2
88	1	19	3	4	3.5	4.25	2.25	3.625	4	3.375	4	3	5	2	1	4	4	5	5	5	4	5	5	5	5	5	5	3	3	4	4	1	1	5	5	2
89	0	19	4	3	3.375	3.25	3	2.75	3.125	3.75	4	3	4	3	2	2	3	3	4	4	3	5	4	5	4	5	3	3	4	2	3	1	1	2	5	4
90	1	19	4	4	3.5	3.375	2.625	3.5	4	3.625	2	3	3	1	3	3	3	5	5	4	5	5	4	5	4	4	4	3	3	4	4	3	1	4	5	1
91	0	20	2	5	2.75	3	2.5	2.875	3	3	4	3	4	2	1	2	3	3	3	3	3	5	4	4	4	3	3	3	3	3	3	3	3	3	3	3
92	0	19	3	5	3	3.875	2	3.25	3.5	3.125	3	2	4	4	2	4	2	4	4	2	4	5	2	5	4	2	4	2	2	4	2	4	4	2	4	3
93	1	19	3	4	3.5	4	2.125	4.25	3.75	2.875	2	4	3	3	2	2	3	5	4	4	4	5	4	5	5	4	3	3	2	4	2	4	2	4	5	2
94	0	19	4	4	2.125	2.875	2.875	3	1	1.5	2	2	1	1	3	2	1	3	2	2	1	1	5	3	3	1	1	1	1	1	1	1	1	1	1	1
95	0	19	2	4	3.5	3.375	2.125	3.125	2.25	3.25	4	4	4	2	2	2	4	4	5	4	4	5	4	5	5	4	5	2	2	4	4	3	3	4	4	4
96	0	19	3	4	2.875	2.875	2.125	3	3.25	3.5	4	3	4	2	2	2	4	4	4	4	2	5	5	5	5	4	4	2	3	5	2	5	3	5	4	3
97	0	19	2	3	3.375	3.5	2.875	3.25	3.25	2.75	3	4	3	3	2	2	3	4	4	4	4	5	4	5	4	5	4	3	4	4	3	1	2	4	5	4
98	0	19	4	5	3.25	3.5	2.625	3	3.375	3.375	3	4	3	3	2	3	4	4	4	4	3	5	5	5	4	4	4	3	4	3	2	2	3	4	3	3
99	0	19	4	3	3.5	3.625	2.25	3.5	3.75	3.25	3	2	4	4	3	2	4	4	5	5	5	5	3	4	4	4	5	2	2	4	2	2	2	4	3	2
100	0	20	2	3	3.5	3.5	2.125	3	3.375	3.25	4	4	5	3	1	2	2	4	4	2	4	4	2	4	3	4	4	2	2	4	2	2	4	4	2	3
101	0	19	2	4	3.125	3.125	2.375	3	2.875	3.25	3	3	4	2	3	4	2	4	4	4	4	5	2	5	4	2	3	4	2	5	4	4	2	3	4	3
102	0	20	4	5	3.625	3	2.625	2.875	2.625	2.875	4	2	3	5	4	5	4	3	4	4	2	5	2	4	2	3	4	2	3	2	4	2	1	5	4	5
103	1	19	4	2	3.875	3.875	2.25	3.5	4.375	3.375	4	2	4	1	1	3	2	4	5	4	5	5	5	5	5	5	4	5	2	4	1	2	4	5	5	5
104	0	19	3	4	2.625	2.5	3.125	3.75	3.375	3.25	4	4	5	2	3	1	2	4	4	4	3	4	4	4	3	4	4	2	3	4	5	3	1	1	4	5
105	0	19	3	3	3.25	3.25	2.875	3	2.125	2.75	1	4	5	4	4	1	2	2	2	2	2	4	3	4	3	1	4	1	3	3	2	2	5	5	2	3
106	0	19	3	2	3.375	3.5	3.25	3.125	3.5	3.5	4	3	5	1	3	1	5	5	5	4	5	5	5	5	4	5	4	2	3	4	4	3	3	4	2	4
107	0	19	2	5	2.875	3.875	3	2.875	3.125	2.75	3	2	4	3	3	3	3	4	4	4	3	5	4	4	2	5	4	2	2	4	2	4	4	5	3	2
108	1	20	4	2	4.125	3.625	2.75	4	3.875	3.625	4	4	5	2	2	1	5	4	5	5	3	5	5	5	5	5	4	2	5	4	5	2	2	5	5	5
109	1	19	4	5	3.25	3.5	2.625	3.25	3.625	3.75	4	2	4	4	2	4	2	4	4	1	2	5	4	5	4	5	4	2	1	5	4	1	2	4	4	1
110	1	20	4	5	3.625	3	3.25	2.625	3.375	3.125	1	1	3	5	4	5	3	3	3	3	3	4	1	3	2	2	5	1	3	3	2	5	4	5	4	2
111	0	20	3	5	3	3.5	2.125	3.125	3.5	3.125	2	2	2	4	4	4	2	4	4	2	4	5	5	5	5	4	4	2	2	5	4	2	2	4	2	2
112	1	19	2	5	3.375	3.5	3.125	3.625	3.5	3	4	3	3	3	2	2	4	4	5	4	4	5	4	5	5	5	3	3	5	4	2	1	1	4	5	2
113	0	19	2	5	4	3.875	2.625	3	2.875	3	4	4	5	2	1	1	2	4	3	2	1	3	2	2	2	1	4	1	1	2	2	4	2	5	4	4
114	0	19	3	1	3.375	3.875	3.25	3	3	2.625	4	4	5	2	2	2	3	4	4	4	5	5	4	3	4	4	3	3	2	4	4	2	3	3	4	3
115	1	19	4	4	3.25	3.375	2.875	2.875	3.875	3.375	4	3	4	3	3	2	4	5	4	4	5	5	4	5	4	4	3	3	4	4	4	3	1	5	3	4
116	1	19	2	2	3	3.625	2.125	3.125	2.5	3.375	5	5	1	1	1	1	1	3	1	1	1	4	4	4	4	3	2	2	5	2	2	1	1	2	4	4
117	1	20	3	3	3.5	3.125	2.625	3.625	3.625	3.375	3	3	3	2	3	3	4	5	5	5	5	5	5	5	4	5	3	4	5	4	3	1	1	3	5	3
118	1	19	4	5	4	3	2.375	3.125	3.375	2.875	2	2	2	2	3	4	4	5	5	5	4	4	3	5	4	2	3	2	2	4	2	1	2	4	3	2
119	0	19	4	4	3.375	3.5	3	3.125	3.5	2.75	3	2	2	4	1	1	2	4	4	1	2	4	3	4	4	4	4	2	3	4	2	4	1	2	4	2
120	1	19	4	3	3	3.375	1.625	3.375	2.75	2.75	4	4	5	2	1	1	3	4	4	2	1	5	5	5	5	5	1	3	4	4	3	3	1	1	4	3
121	0	19	4	5	3.25	3.5	1.875	2.625	2.5	2.625	4	2	3	3	3	4	2	4	3	4	4	5	4	5	5	4	2	4	5	3	2	1	1	4	5	3
122	0	19	3	4	3	2.75	2.625	2.875	4.125	3.25	4	2	3	4	3	4	5	5	5	5	5	5	5	5	5	5	2	2	4	4	4	1	4	4	4	2
123	0	20	3	3	3.375	3.375	2.5	3.25	3.5	3	3	4	4	3	2	2	4	4	4	4	4	5	5	5	4	4	4	2	4	4	2	3	4	4	2	2
124	0	19	4	4	3.25	3.625	2.375	2.625	2.5	3.125	3	4	4	3	2	2	3	4	3	4	3	5	4	5	4	4	4	2	3	4	3	3	4	4	3	2
125	1	19	4	4	3.5	4	2.375	3	3.875	3.375	1	1	1	5	3	4	4	5	5	5	4	5	5	5	3	1	4	4	2	5	3	4	1	5	5	2
126	1	19	3	4	3.125	3.25	1.625	3.125	3.375	3.125	3	2	4	3	3	2	3	3	4	3	4	5	5	5	5	4	3	2	5	5	2	1	1	3	5	2
127	0	20	4	4	3.75	4.125	3.125	3.5	4.125	3.875	4	4	4	3	3	3	4	5	4	4	3	5	3	4	4	5	4	3	4	3	3	3	1	4	3	3
128	0	20	4	4	3.25	3.5	2	3.125	3.625	3.375	4	4	4	1	2	1	4	5	5	3	3	5	5	5	4	2	3	2	4	4	4	3	1	3	5	5
129	0	20	4	4	3.125	3.375	2.125	2.875	3	2.75	3	4	3	2	2	4	4	4	4	4	3	5	5	5	5	5	4	3	4	4	2	2	4	4	2	4
130	0	19	4	4	3.5	3.375	2.75	3.125	3.625	3.25	3	2	4	2	1	2	2	4	4	4	2	5	5	4	5	3	5	2	1	4	4	2	4	5	4	3
131	1	19	3	4	3.25	3.875	3.5	3.375	3.625	3.375	4	2	4	3	3	2	4	4	4	4	3	4	4	4	4	4	3	3	3	3	4	2	2	4	4	2
132	0	21	3	4	3.625	3.625	1.875	3.375	2.625	3.625	3	4	4	2	2	1	3	5	5	5	5	5	5	5	4	5	5	1	5	2	2	1	1	4	2	5
133	1	19	4	5	2.875	3.25	2.875	3	2.875	3.125	3	2	4	4	1	2	2	4	4	4	2	5	4	5	5	2	5	3	1	4	2	1	4	1	2	3
134	1	19	4	5	2.25	3.375	3.125	2.625	3.75	2.875	2	1	2	2	2	2	2	2	5	4	1	5	5	5	5	3	4	1	4	4	2	3	1	5	2	2
135	0	19	4	3	3.75	3.375	3.125	3.375	4	3.25	4	3	4	2	2	2	4	4	5	5	4	5	5	5	5	5	3	2	3	4	3	4	3	4	4	2
136	1	19	4	4	3.25	3.5	2.625	2.75	3.375	3.5	4	4	5	2	1	1	3	4	5	4	4	5	4	5	4	4	4	2	4	4	3	2	1	3	5	2
137	1	20	4	5	3	3	3	3	4.125	3	2	1	2	5	5	5	2	4	5	4	2	5	2	5	4	5	1	4	2	5	5	5	1	5	4	2
138	0	19	4	3	3.125	3.625	2.375	3.75	3.75	3.125	4	3	4	2	2	4	3	4	4	4	2	4	2	5	3	3	3	3	2	4	2	3	1	2	1	2
139	0	29	3	2	4.75	3.25	3.25	2.625	3.75	3.375	4	5	4	2	2	2	4	3	5	3	4	5	4	5	5	5	4	3	3	2	3	2	1	4	4	3
140	0	31	4	4	5	5	5	5	5	5	4	4	4	2	3	2	5	4	4	4	3	4	1	4	4	3	3	4	5	3	2	3	2	4	5	5
141	0	19	3	3	4	3.25	2.5	2	3.375	3.875	4	2	2	4	1	4	4	3	4	4	2	4	4	4	2	5	4	3	4	2	2	1	4	4	1	3
142	1	20	3	4	3.5	3.5	3.5	2.625	3.75	2.875	2	1	2	3	3	2	2	4	4	2	4	4	4	4	5	3	5	2	2	5	2	1	4	2	2	2
143	1	19	2	4	3.375	3.625	2.25	3.25	3.375	3.125	2	2	2	1	1	3	3	4	4	4	4	4	4	5	5	3	4	3	4	3	2	1	1	3	5	2
144	1	20	3	3	2.625	3.375	2	3	3.375	3.125	5	4	5	1	2	2	2	3	3	3	3	5	4	5	5	5	3	4	4	3	2	2	2	2	4	4
145	0	19	4	4	4	3.375	3.5	2.75	3.125	3.875	4	2	5	2	2	1	4	5	5	3	4	5	5	5	4	5	5	2	2	2	4	1	4	4	4	4
146	1	19	4	5	3.625	2.75	2.375	3	4.375	2.75	4	4	4	2	2	2	4	5	5	5	5	5	5	5	5	4	2	4	2	4	2	1	2	4	4	2
147	0	20	3	4	2.875	3.25	1.75	2.75	2.375	2.875	4	3	4	2	2	2	3	3	4	2	2	4	4	4	5	3	4	3	5	4	2	1	4	4	2	2
148	0	19	2	5	3.125	3.25	2.875	3.25	3	3.125	4	4	1	4	3	4	5	5	5	4	5	5	5	4	5	4	4	2	2	3	3	1	4	4	3	4
149	1	20	4	4	3.375	3.5	1.625	3.125	4.25	3	4	2	4	3	3	3	4	3	5	3	3	5	5	5	5	5	3	2	3	4	4	2	1	4	5	4
150	1	19	2	2	3.625	3	2.5	2.75	2.25	2.875	4	3	4	4	2	2	2	4	4	4	3	5	4	5	5	2	4	3	4	5	2	2	2	4	4	3
151	0	20	4	3	3.125	3.125	2.75	3.5	3.25	2.625	5	5	5	1	1	1	5	5	5	4	5	5	4	5	4	5	4	4	1	5	3	4	5	5	1	3
152	1	19	2	4	3.625	3.5	3	3.125	4	3.625	2	2	3	4	4	4	5	4	4	4	4	5	4	5	3	4	2	2	3	2	2	2	1	4	4	3
153	0	20	4	5	3.125	3.625	3.5	2.75	2.75	2.75	2	2	4	4	2	4	3	3	3	2	2	4	3	4	3	2	4	2	3	4	2	4	4	4	2	3
154	0	19	2	4	2.75	3.375	3.125	2.875	3	2.625	3	4	2	4	4	4	3	4	2	4	2	3	2	4	4	2	4	2	3	5	2	3	4	4	2	3
155	0	19	3	2	3	3.375	2.5	2.875	3.25	3.5	3	3	3	2	2	2	3	4	4	4	3	5	4	5	4	5	4	4	5	4	3	3	1	2	5	4
156	0	19	2	4	3.25	3.125	2	3	3.25	2.75	4	3	4	3	2	3	4	4	5	3	3	5	4	5	3	4	4	4	5	4	2	3	1	4	4	4
157	0	19	3	4	3.375	4	2.75	3.5	3.25	3.5	4	4	3	2	2	2	4	5	5	4	2	5	5	5	5	5	4	2	3	5	4	1	4	4	2	3
158	0	19	4	4	3.25	3.25	1.875	2.75	3.75	3	3	2	2	4	2	3	2	4	3	4	2	4	1	4	5	3	4	2	3	4	3	2	2	5	2	3
159	1	19	2	4	3.375	3.25	2.5	2.875	3.875	3.5	4	2	4	2	4	2	4	4	5	4	4	4	5	4	4	5	4	3	4	3	4	4	1	4	5	4
160	1	19	2	3	3	3	2.375	3.375	4.25	3.125	3	3	3	4	1	4	4	5	5	3	4	5	4	5	4	4	3	3	4	3	3	1	2	3	5	2
161	0	19	4	5	3.375	3.5	1.625	3.125	3.125	2.625	3	3	3	4	2	4	4	4	5	3	4	5	5	5	5	5	4	2	3	3	4	2	3	4	4	2
162	0	19	2	4	2.875	3.25	2.625	3	3.75	2.875	4	4	4	2	2	2	2	4	4	2	3	5	5	4	4	3	4	4	4	4	4	1	1	4	4	2
163	1	19	4	5	2.875	3.875	2.375	3	3.5	3.25	4	2	3	4	1	2	3	4	4	3	3	5	2	5	5	4	4	3	3	3	3	1	1	5	5	3
164	1	19	3	3	2.125	3.375	1.625	3.25	3.5	3.25	4	5	4	1	2	2	4	4	4	4	3	5	5	5	5	5	2	2	4	1	1	4	3	2	2	2
165	1	19	2	3	2.875	3.5	2.125	3.5	3.5	3.5	4	4	4	2	1	2	4	3	4	4	3	5	1	5	5	5	2	3	2	4	4	2	2	4	4	4
